genome_name	genome	taxonomy	K03639	K20967	K03637	K03635	K21142	K03831	K03638	K15376	K03750	K07141	K13818	K03752	K03636	K21232	K04487	K21028	K11996	K21029	K21147	K15631	K20625	K08356	K08351	K16964	K07306	K10700	K22341	K22516	K22015	K05299	K00123	K08348	K18558	K00201	K02567	K00367	K00370	K00372	K03934	K18361	K08352	K23302	K24713	K17050	K21307	K17219	K07812	K07811	K08357	K07309	K07147	K10534	K05301	K00387	K17225	K03738	K11389	K19515	K00157	K09842	K12528	K03520	K11817	K22417	K04108	K24716	K16877	K19187	K18020	K19820	K20171	K07303	K07469	K20447	K20448	K13482	K00106	K11177	K00087	K18030	K02588	K02586	K02591	K22896	K22897	K22898	K22899	K00531	K02587	K02592	K02585	K00947	K15790	K02018	K02017	K02020	K15496	K15497	K15495	K05773	K06857	K05772
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Olsenella_sp.OF0356	GCA_000233535.1	Actinobacteria	1.3e-114		1.3e-90			3e-11			1.3e-14	1.3999999999999998e-42					2.7e-126																																														0.0												1.1e-294						6.6999999999999996e-264															2e-67	5.499999999999999e-104	1e-51		5.9e-80				
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Olsenella_uli_DSM_7084	GCA_000143845.1	Actinobacteria															1e-125			1.5e-43																																																																																				
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Slackia_heliotrinireducens_DSM_20476	GCA_000023885.1	Actinobacteria	2.2e-131		1.6e-83			1.7e-09			3.2e-131		7.5e-63		2.9e-13		5.6e-142			7.1e-67							1.5999999999999997e-126		0.0					2.3e-54			0.0						1.8e-136				2.9e-192					0.0			1.9000000000000002e-31			4.4e-218																																						1.8999999999999997e-104	7.499999999999999e-98	6.9e-60				5.4000000000000006e-86	9e-73	9.000000000000001e-117
Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Slackia_piriformis_YIT_12062	GCA_000296445.1	Actinobacteria	3.7e-10		2.9e-83			4.3e-51			6.6e-138		2.5000000000000003e-79				1.8e-180										3.6e-226																1e-218									0.0			9.800000000000001e-29			7.3e-114																																						3.4e-103	1.3e-99	4.5e-53						
Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_bronchialis_DSM_43247	GCA_000024785.1	Actinobacteria	2.9e-16		8.599999999999999e-83	2.2e-40		7.499999999999999e-41			6.899999999999999e-146	1.2e-31		2.8000000000000004e-56	1.8000000000000001e-22		9.7e-154				6.5e-154												1.1999999999999999e-91	2e-244				2.1e-275	0.0																4.1e-41								0.0	0.0																																6.8e-99	3.5e-112	4.7000000000000004e-70						
Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_sp._KTR9	GCA_000143885.2	Actinobacteria	1.1e-16		7.799999999999999e-83	1.2e-43		7.600000000000001e-29			1.5999999999999999e-114	3.2e-28		3.9999999999999995e-54	1.9e-16		2.2000000000000002e-156				9.2e-151												1.9e-96					1e-275					4.9e-101										1.4e-18		1.4999999999999998e-42								0.0																	4.4e-285																1.3e-97	3.1e-112	2.9999999999999996e-68						
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Microbacteriaceae_Candidatus_Rhodoluna_lacicola_MWH_Ta8_Sequence_finished_Aug._2010	GCA_000699505.1	Actinobacteria															9.5e-153			4.4e-07																																																																																				
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Micrococcaceae_Rothia_dentocariosa_ATCC_17931	GCA_000164695.2	Actinobacteria	2e-130		3.3e-78	3.3e-39		2.5e-27			5e-88			3.6000000000000003e-29	5e-16		1.1e-153				2.5e-94																		0.0														6.6e-54																																											5.3999999999999996e-74		2.1e-64						
Bacteria_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Propionibacterium_CG1_02_FULL_Propionibacterium_60_36	GCA_001872645.1	Actinobacteria	1.5e-122		1.6e-61	4.0999999999999995e-42		3.9e-38			7e-67			7.900000000000001e-26	2e-17		5.5e-117				1.1e-101																		0.0																																																									5.3e-139		1.1e-68						
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Rubrobacterales_Rubrobacterineae_Rubrobacteraceae_Rubrobacter_xylanophilus_DSM_9941	GCA_000014185.1	Actinobacteria	5.7e-122		1.5e-78	2.9999999999999995e-54			1.4e-77		4.3e-146	6.3e-60		9.099999999999999e-46	8.8e-21	4.7e-25	2.8e-162				6.7e-155									6.800000000000001e-122			3.1e-45	2.2000000000000002e-257					0.0				8.1e-157										4.6000000000000005e-58		1.4e-55	8.900000000000001e-79								0.0						0.0											8.500000000000001e-226															6.3e-86		1.4e-75						
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_CG2_30_FULL_Actinobacteria_50_142	GCA_001871795.1	Actinobacteria	5.3e-130		1.8e-79			1.3e-73			6.3e-08						4e-183													5.1e-117		1.3000000000000001e-210		0.0																								2.3e-185																																												1.2e-78		1.1e-127
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_Conexibacteraceae_Conexibacter_woesei_DSM_14684	GCA_000025265.1	Actinobacteria	1e-135		3.7e-84		2.5e-67	5.1e-49			2.3999999999999998e-139	6.4e-45		6.9e-38	3.2999999999999996e-23						1.5000000000000002e-129												5.6e-90						0.0				5.7e-140										2.2e-25		6.5e-90									0.0																	3.9000000000000004e-223															7.5e-89	1.5000000000000002e-110	1.1e-53						
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Solirubrobacterales_Patulibacteraceae_Patulibacter_sp._I11	GCA_000240225.2	Actinobacteria	1.8999999999999998e-136					9.9e-41			3.1e-120			1.7e-35	6.9e-22				2.3000000000000003e-129	1.2e-63	1.6e-16												4.7e-87					0.0	0.0				1.2e-110										2e-20																																											1e-85	1.9000000000000002e-117	1.9000000000000001e-59						
Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Thermoleophilales_Thermoleophilaceae_Thermoleophilum_album_ATCC_35263	GCA_900108055.1	Actinobacteria													2.1e-25				5.4e-135																																																																																					
Bacteria_Actinobacteria_Actinobacteria_unclassified_Actinobacteria_Candidatus_Microthrix_parvicella_Bio17_1	GCA_000455525.1	Actinobacteria	3.8e-139		1.7e-80	7.9e-47		9.6e-43			2e-126			5.5e-19	1e-24		1.6999999999999998e-119				5.7e-127												2.5e-45	2.8e-234						2.5000000000000002e-269													1.3e-64		4.900000000000001e-43																																									2.8e-101	2.8e-121	1.2e-64						
Bacteria_Actinobacteria_marine_actinobacterium_IMCC13023	GCA_000257665.1	Actinobacteria															3.2e-127																																																																																							
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Aquifex_aeolicus_VF5	GCA_000008625.1	Aquificae	4e-113		3.2e-61	1.7e-46		2.8e-98			2.2e-141			8.7e-44			4.9e-165		2.0999999999999998e-128															0.0	1.6e-244			2.4e-262									0.0						3.5999999999999997e-34																					3.8e-252																						1.4000000000000002e-72	1.2e-75	1.4e-66						
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Hydrogenobacter_thermophilus_TK_6	GCA_000010785.1	Aquificae	2.3e-120		7.6e-69	1.8e-44	1e-18	5.8e-94			1.8e-132			1e-48	3.3e-21		1.1e-155		2e-126										0.0					2e-69	1.6e-254			1.0999999999999999e-268	6.7e-182								0.0						5.1e-37		4.6000000000000006e-144			4.6e-190						0.0										2.1999999999999998e-260									0.0								2.3e-220	9.7e-170				9.2e-83	6.9e-101	7.6e-75						
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Hydrogenobaculum_sp._HO_Finished_QAed	GCA_000341855.1	Aquificae	1.8e-96		5.400000000000001e-59	4.6e-37	7.9e-10				2.4999999999999997e-131			1.5e-37	5.299999999999999e-23		2.9000000000000003e-161		4.2e-125					0.0											1.6e-201													5.7e-183			0.0		1.1e-32																																											1.1e-65	1.2999999999999998e-74	7.299999999999999e-30						
Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Thermocrinis_albus_DSM_14484	GCA_000025605.1	Aquificae	8e-120		3.9999999999999994e-68	1.6000000000000002e-47	9.7e-20	2.6999999999999998e-95			1.8999999999999998e-138			5.2e-41	1.1e-06		2.2e-57		1.2e-127															0.0	3.7e-232			5.4e-261									0.0						1.7999999999999998e-30		1.2e-114			1.3e-192																									0.0	0.0							2.2e-218	1.5e-166	1.7e-191			9.2e-78	8.300000000000001e-97	3.7000000000000003e-72						
Bacteria_Aquificae_Aquificae_Aquificales_Desulfurobacteriaceae_Desulfurobacterium_thermolithotrophum_DSM_11699	GCA_000191045.1	Aquificae	1.3000000000000001e-117		1.2e-66		7.5e-12				7.5e-126			2.8e-32						1.3e-08										8.5e-298																																																															2.2e-127						2.4e-83	5.3e-78	1.9e-102			
Bacteria_Aquificae_Aquificae_Aquificales_Desulfurobacteriaceae_Thermovibrio_ammonificans_HB_1	GCA_000185805.1	Aquificae	3e-120		2.9e-73		4.6e-11				2.6e-132			1.1e-37																			1.7e-169				1.1999999999999999e-277														0.0								2e-263																																					3.5e-84	2e-104	2.5e-59						
Bacteria_Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_Persephonella_marina_EX_H1	GCA_000021565.1	Aquificae	9.7e-114		4e-75	1.0999999999999999e-48	1.5e-26				6.500000000000001e-123			2.1e-45	6.7e-25		2.9e-154		1.4e-125														1.6e-175				0.0	1.5999999999999998e-288					1.6e-121		5.9e-208								1.6e-29																																											2.8e-81	7.6e-100	1.3e-67						
Bacteria_Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_Sulfurihydrogenibium_azorense_Az_Fu1	GCA_000021545.1	Aquificae	6.3e-14		4.1e-72	5e-50	1.1e-23	3.2e-94			4.5e-127			1.8e-44	2.4e-25		2.9e-141		2.2e-127							8.8e-178																	1.2e-131										1.5000000000000001e-31		4.3e-28																			1.1e-245																						3.3e-84		1.4e-73						
Bacteria_Armatimonadetes_Chthonomonadetes_Chthonomonadales_Chthonomonadaceae_Chthonomonas_calidirosea_T49_EMBL_Bank_version_circular_IHQD	GCA_000427095.1	Armatimonadetes										4.7e-11			9.899999999999999e-23		5.9999999999999995e-174				1.5999999999999999e-152																																																																																			
Bacteria_Armatimonadetes_Fimbriimonas_ginsengisoli_Gsoil_348	GCA_000724625.1	Armatimonadetes	3.0999999999999995e-126		2.4999999999999997e-69	6.5e-49		6.6e-47			6.4e-129	6.2e-62		5.6e-40	1.7e-15		3.1e-104				1.9999999999999998e-146									1.6e-100										9.999999999999999e-301													1.4e-29		3.8e-94																			4.8e-262						0.0																3.5e-71		2.4e-74						
Bacteria_Atribacteria_RBG_19FT_COMBO_JS1_35_14	GCA_001773955.1	Atribacteria	1.5e-130		6.6e-87		3.2e-10	2.4e-72			1.3e-15			3.0999999999999997e-46			5.4e-142			1.7999999999999997e-61									0.0														9.700000000000001e-117															1.1e-207																		2.3000000000000002e-181	1.1e-113																2.6e-06									8.699999999999999e-94	1.2e-84	6.1e-114
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidetes_Order_II._Incertae_sedis_Rhodothermaceae_Rhodothermus_marinus_DSM_4252	GCA_000024845.1	Bacteroidetes	5.9e-12	2.5e-162	2.1e-78	6.499999999999999e-55	4.100000000000001e-21		8.8e-78		1.2e-148	3.1999999999999996e-67		6.6e-54	4e-22		1.4000000000000002e-179		1.8e-154																		5.8e-274	0.0															7.1e-150											0.0										0.0																						1e-84	1.7999999999999999e-128	1.4e-77						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_fragilis_NCTC_9343	GCA_000025985.1	Bacteroidetes	1.1e-10																		4.0999999999999995e-90																																																																																			
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_pectinophilus_ATCC_43243_unfinished_sequence	GCA_000155855.1	Bacteroidetes															1.6e-153		1.4e-121																																																																																					
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2	GCA_000010645.1	Bacteroidetes																	1.9e-109																																																																0.0	0.0	0.0						5.9e-166	1.8000000000000002e-163	2.4e-151			4.5e-79	1.8e-75	1.4999999999999998e-54						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_viscericola_C46_DSM_18177	GCA_000512915.1	Bacteroidetes																		7.2e-17	1.1999999999999999e-90																																																																																			
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Coprobacter_fastidiosus_NSB1	GCA_000473955.1	Bacteroidetes																			2.9e-91																																																																																			
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Dysgonomonas_gadei_ATCC_BAA_286_cont1.32	GCA_000213555.1	Bacteroidetes	2.6e-09																																																																																0.0	0.0	0.0						2.7e-174	6.800000000000001e-166	4.1e-07			1.1e-77	1.8e-84	3.2e-60						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_splanchnicus_DSM_20712	GCA_000190535.1	Bacteroidetes	3.6e-09																		4.8e-93																																																																								5.8e-09											
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Paludibacter_propionicigenes_WB4	GCA_000183135.1	Bacteroidetes																	2e-114																																																																0.0	0.0	0.0	0.0	0.0		0.0	0.0	4e-178	1.3000000000000002e-161	3.3e-169			1.3000000000000001e-79	4.8e-93	5.3e-67						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_distasonis_ATCC_8503	GCA_000012845.1	Bacteroidetes	2.3e-09																																																																																																					
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_gingivalis_W83	GCA_000007585.1	Bacteroidetes																			1.8e-83																																																																																			
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_forsythensis_ATCC_43037	GCA_001006485.1	Bacteroidetes	2.2e-09																																																																																																					
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_xylaniphila_YIT_11841_P_xylaniphilaYIT11841_1.0_Cont168.1	GCA_000205165.1	Bacteroidetes	6.6e-09																		8.9e-89																																																																																			
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_dentalis_ES_2772_DSM_3688	GCA_000242335.3	Bacteroidetes																		5.7e-15																																																																																				
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_tannerae_ATCC_51259	GCA_000159995.1	Bacteroidetes																		6.8e-10																																																																																				
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prolixibacteraceae_Draconibacterium_orientale_FH5	GCA_000626635.1	Bacteroidetes	3.3e-96		9.900000000000001e-73	6.3999999999999995e-52	1.7e-15	1.5e-58			1.4e-110	9.199999999999999e-55							3.2e-88																																																							6e-245																						6e-93	5.7e-100	1e-67						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_finegoldii_AHN_2437_DSM_17242	GCA_000265365.1	Bacteroidetes	5.2e-06																																																																																																					
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Amoebophilaceae_Candidatus_Amoebophilus_asiaticus_5a2	GCA_000020565.1	Bacteroidetes															2.9000000000000002e-133																																																																																							
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Algoriphagus_sp._PR1_unfinished_sequence	GCA_000166275.1	Bacteroidetes		5.0999999999999994e-126	1.4e-62	1.9000000000000002e-36					1.9e-112	1.1e-46		9.6e-40	3.9e-17		1.8e-136				3e-108									1.6000000000000001e-80								0.0															1.3e-45		6.8e-118																			5.3e-227					0.0			3.2e-208																						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Aquiflexum_balticum_BA160_DSM_16537	GCA_900176595.1	Bacteroidetes	2.3e-118		1.3999999999999998e-60	4.899999999999999e-38	2.5e-10				3.9e-111	6e-49		2e-35			6.9e-149				4.2000000000000004e-109																			1.1000000000000001e-272																																		1.2999999999999999e-242								1.4999999999999998e-221														1.1e-81	2.6e-89	2.6999999999999998e-62						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Belliella_baltica_BA134_DSM_15883	GCA_000265405.1	Bacteroidetes	7e-119		4.7999999999999995e-61	6.400000000000001e-37					3.9000000000000004e-122	1.8e-46		9.5e-46	8.1e-11		1.8e-171				1e-107																			1.9e-274																																		1.3e-236								9.3e-211																						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Cecembia_lonarensis_LW9	GCA_000298295.1	Bacteroidetes	9.7e-120		5.5e-63	1.4e-37	2e-09	2e-87			3.5000000000000005e-123	1.2e-51					4.5000000000000004e-161				8.100000000000001e-110																																		3.9e-116																			8.699999999999999e-249								1.1000000000000001e-210																						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Cyclobacterium_marinum_DSM_745	GCA_000222485.1	Bacteroidetes		2.1000000000000002e-109	2.9000000000000003e-63	2e-51	1.8e-16				1.3e-101	1.6e-44		6.4e-45			1.9e-164				4.7e-08												1.9e-88					0.0																	2.8e-120																			5.999999999999999e-229																						2.5e-86	3.9000000000000005e-80	3.8e-61						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Echinicola_vietnamensis_KMM_6221_DSM_17526	GCA_000325705.1	Bacteroidetes	4.9e-107		3.3e-70	2.6e-51	3.2e-11				8.600000000000001e-107	1.3e-49		3.3999999999999997e-38		8.7e-16	3.5e-159				1.5e-108																	0.0																	1.1e-115																			1.6e-239																						5.599999999999999e-82	6.6e-91	3.9e-62						
Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Indibacter_alkaliphilus_LW1_Draft1	GCA_000295935.2	Bacteroidetes	5.8e-94		3.7e-61	4.4e-37		1.4e-86			3.9000000000000004e-122	5.4e-30		9.5e-46	2.3e-10		6.1e-161				4e-108																	0.0		1.2000000000000001e-273															8.4e-126																			1.2e-17								2.6e-215																						
