genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_CPR_Microgenomates_OP11_Gottesmanbacteria_RIFCSPHIGHO2_12_FULL_OP11_Gottemanbacteria_40_13	GCA_001779275.1	CPR	40.55931728	anaerobe	6.8979516		
Bacteria_CPR_Microgenomates_OP11_Gottesmanbacteria_RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_39_12	GCA_001776905.1	CPR	38.8640626	anaerobe	6.2206545		
Bacteria_CPR_Microgenomates_OP11_Gottesmanbacteria_RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22	GCA_001779315.1	CPR	42.91364412	anaerobe	6.423952	Freshwater	3.0
Bacteria_CPR_Microgenomates_OP11_Gottesmanbacteria_RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_43_11b	GCA_001780985.1	CPR	40.49793875	anaerobe	7.273657		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_CG2_30_FULL_Levybacteria_OP11_37_29	GCA_001873215.1	CPR	40.76848843	anaerobe	6.5304317	Freshwater	2.0
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_36_15	GCA_001782015.1	CPR	44.9756729	anaerobe	6.181255		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_37_17	GCA_001782035.1	CPR	36.85675372	anaerobe	6.988681	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_37_33	GCA_001782085.1	CPR	36.97451305	anaerobe	6.2818184		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_40_16	GCA_001783805.1	CPR	36.32465333	anaerobe	6.148205		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_40_58	GCA_001783815.1	CPR	41.49235124	anaerobe	6.2205124		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_41_15	GCA_001782165.1	CPR	39.22399205	anaerobe	6.472556		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_12_FULL_OP11_Levybacteria_38_12	GCA_001782355.1	CPR	37.32872943	anaerobe	5.8625813		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPLOWO2_01_FULL_OP11_Levybacteria_38_21	GCA_001782475.1	CPR	37.83345664	anaerobe	6.7306824		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPLOWO2_01_FULL_OP11_Levybacteria_39_10	GCA_001782515.1	CPR	36.86472748	anaerobe	6.693314		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPLOWO2_01_FULL_OP11_Levybacteria_42_15	GCA_001784055.1	CPR	43.5298654	anaerobe	6.6988583		
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPLOWO2_12_FULL_OP11_Levybacteria_39_17	GCA_001782675.1	CPR	42.64140784	anaerobe	6.542235	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFOXYB1_FULL_OP11_Levybacteria_40_17	GCA_001784125.1	CPR	39.57674257	anaerobe	6.021341	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_CG1_02_FULL_Pacebacteria_OP11_43_31	GCA_001872335.1	CPR	31.93989128	anaerobe	5.3763275		
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_CG2_30_FULL_Pacebacteria_OP11_36_39	GCA_001873435.1	CPR	34.78662915	anaerobe	6.463318	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Pacebacteria_RIFOXYA1_FULL_OP11_Pacebacteria_38_18	GCA_001787405.1	CPR	33.10034823	anaerobe	6.645618	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_RBG_13_OP11_40_15	GCA_001816655.1	CPR	35.16163392	anaerobe	6.651717	Terrestrial	2.0
Bacteria_CPR_Microgenomates_OP11_RBG_16_OP11_39_9b	GCA_001816695.1	CPR	35.69680294	anaerobe	6.860234		
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RBG_16_RIF_OP11_02_41_13	GCA_001792075.1	CPR	44.38308772	anaerobe	6.223554	Freshwater	2.0
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RIFCSPLOWO2_01_FULL_RIF_OP11_02_38_20	GCA_001793005.1	CPR	42.07991879	anaerobe	6.895611		
Bacteria_CPR_Microgenomates_OP11_RIF-OP11-2_RIFCSPLOWO2_01_FULL_RIF_OP11_02_39_21	GCA_001793085.1	CPR	43.68235561	anaerobe	6.767095		
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPHIGHO2_01_FULL_RIF35_43_15b	GCA_001816385.1	CPR	40.25882447	anaerobe	6.1156707		
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPHIGHO2_12_FULL_RIF35_44_25	GCA_001816455.1	CPR	39.86654901	anaerobe	6.5567036		
Bacteria_CPR_Microgenomates_OP11_RIF35_RIFCSPLOWO2_01_FULL_RIF35_40_20	GCA_001816475.1	CPR	44.66259875	anaerobe	6.661431	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_RIF36_RIFCSPLOWO2_01_FULL_RIF36_50_28	GCA_001816955.1	CPR	44.57715268	anaerobe	6.072587	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_RIFCSPHIGHO2_01_FULL_OP11_45_11	GCA_001803465.1	CPR	44.22769989	anaerobe	5.4551506		
Bacteria_CPR_Microgenomates_OP11_RIFCSPLOWO2_01_FULL_OP11_43_14	GCA_001816835.1	CPR	37.69980711	anaerobe	7.2157235		
Bacteria_CPR_Microgenomates_OP11_Roizmanbacteria_GWC2_OP11P37_13	GCA_000990725.1	CPR	45.92710428	anaerobe	6.1887865		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_01_FULL_OP11_Roizmanbacteria_39_12b	GCA_001789365.1	CPR	41.1156344	anaerobe	6.7368855		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_02_FULL_OP11_Roizmanbacteria_38_11	GCA_001788015.1	CPR	46.2277028	anaerobe	7.965094		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_FULL_OP11_Roizmanbacteria_36_11	GCA_001788055.1	CPR	46.49127298	anaerobe	6.4034076		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_FULL_OP11_Roizmanbacteria_37_23	GCA_001788095.1	CPR	40.34259092	anaerobe	7.285878		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPHIGHO2_12_OP11_Roizmanbacteria_41_18	GCA_001789535.1	CPR	44.43849192	anaerobe	7.018161	Terrestrial	2.0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_35_13	GCA_001789635.1	CPR	44.76371017	anaerobe	6.775498		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_37_12	GCA_001789645.1	CPR	43.96974415	anaerobe	7.685197		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_01_FULL_OP11_Roizmanbacteria_41_22	GCA_001789805.1	CPR	44.08144108	anaerobe	6.3036356	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_36_11	GCA_001788225.1	CPR	36.99439602	anaerobe	7.476748		
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFOXYA1_FULL_OP11_Roizmanbacteria_41_12	GCA_001790075.1	CPR	46.20531478	anaerobe	6.7832966	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Roizmannbacteria_RIFOXYB2_FULL_OP11_Roizmanbacteria_38_10	GCA_001790155.1	CPR	42.43204485	anaerobe	6.339592	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Shapirobacteria_GWF2_OP11_rel_37_20	GCA_000989305.1	CPR	42.61136621	anaerobe	6.4799643	Engineered	3.0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWA1_OP11_44_23	GCA_001001045.1	CPR	43.04757562	anaerobe	6.2835336		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWB1_OP11_44_11_partial	GCA_001000385.1	CPR	42.66058418	anaerobe	6.273667		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_GWD2_OP11_40_19	GCA_000996165.1	CPR	38.34777628	anaerobe	6.014606		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RBG_13_OP11_Woesebacteria_46_13	GCA_001791995.1	CPR	46.62673041	anaerobe	6.664539	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RBG_16_OP11_Woesebacteria_42_24	GCA_001792115.1	CPR	46.53692589	anaerobe	5.99817	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26	GCA_001782075.1	CPR	40.16082481	anaerobe	6.2099314		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_40_22	GCA_001792375.1	CPR	33.98684312	anaerobe	6.9309998		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_02_FULL_OP11_Woesebacteria_39_13	GCA_001792515.1	CPR	43.16949974	anaerobe	7.168608		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10	GCA_001793015.1	CPR	43.48015469	anaerobe	6.886828		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10b	GCA_001793025.1	CPR	43.30019318	anaerobe	7.256493	Freshwater	1.0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_14	GCA_001793075.1	CPR	45.21024745	anaerobe	6.0543633	Terrestrial	1.0
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_25	GCA_001793105.1	CPR	43.9981189	anaerobe	6.5012517		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_14	GCA_001793185.1	CPR	47.02765419	anaerobe	6.504435		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_24b	GCA_001793235.1	CPR	40.96570573	anaerobe	6.752614		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFOXYA1_FULL_OP11_Woesebacteria_31_71	GCA_001793315.1	CPR	29.04940529	anaerobe	6.7405643		
Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFOXYB1_FULL_OP11_Woesebacteria_38_16	GCA_001793475.1	CPR	43.79161575	anaerobe	5.6587377		
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPHIGHO2_01_FULL_OD1_Adlerbacteria_54_23	GCA_001775435.1	CPR	43.13697743	anaerobe	6.7933216		
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_51_16	GCA_001775485.1	CPR	33.95741249	anaerobe	5.6898837		
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFCSPLOWO2_01_FULL_OD1_Adlerbacteria_54_21b	GCA_001773545.1	CPR	32.99612641	anaerobe	6.6923804		
Bacteria_CPR_Parcubacteria_OD1_Adlerbacteria_RIFOXYC1_FULL_OD1_Adlerbacteria_48_26	GCA_001773575.1	CPR	33.37135046	anaerobe	6.9019833	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_Azambacteria_RIFCSPLOWO2_02_FULL_OD1_Azambacteria_44_14	GCA_001774135.1	CPR	44.16313536	anaerobe	6.169217	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_37_51	GCA_001872245.1	CPR	35.68937331	anaerobe	7.475756		
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_44_31	GCA_001872485.1	CPR	44.73808793	anaerobe	6.5579653	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_50_68	GCA_001872505.1	CPR	29.86081845	anaerobe	5.825159	Terrestrial	7.0
Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_58_44	GCA_001872545.1	CPR	32.45476459	anaerobe	6.773563		
Bacteria_CPR_Parcubacteria_OD1_CG2_30_FULL_Parcubacteria_OD1_36_38	GCA_001873465.1	CPR	55.44550859	anaerobe	6.756065	Freshwater	2.0
Bacteria_CPR_Parcubacteria_OD1_CG2_30_FULL_Parcubacteria_OD1_48_51	GCA_001873525.1	CPR	40.38155667	anaerobe	5.9776335	Freshwater	2.0
Bacteria_CPR_Parcubacteria_OD1_Campbellbacteria_GWD2_OD1_35_24	GCA_000990765.1	CPR	27.54051412	anaerobe	6.0736084		
Bacteria_CPR_Parcubacteria_OD1_Campbellbacteria_RIFOXYC2_FULL_OD1_Campbellbacteria_35_25	GCA_001774495.1	CPR	33.57033411	anaerobe	6.7499695	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_CG1_02_FULL_Falkowbacteria_OD1_37_21	GCA_001871165.1	CPR	35.10501629	anaerobe	6.5652256		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_GWE2_OD1_38_254	GCA_000992665.1	CPR	35.41528751	anaerobe	6.4115796	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_GWF2_OD1_43_32	GCA_000999715.1	CPR	37.28829907	anaerobe	6.91145	Engineered	4.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPHIGHO2_02_FULL_OD1_Falkowbacteria_39_17	GCA_001817425.1	CPR	43.70294676	anaerobe	6.569838		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_39_33	GCA_001817505.1	CPR	41.90748995	anaerobe	6.3449492		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_40_23	GCA_001822895.1	CPR	34.10151585	anaerobe	5.8050656		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPLOWO2_12_FULL_OD1_Falkowbacteria_45_13	GCA_001778055.1	CPR	43.40934514	anaerobe	7.542996		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_38_12	GCA_001778095.1	CPR	41.9913107	anaerobe	6.4376655	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_47_19	GCA_001780275.1	CPR	36.9584256	anaerobe	7.4917874		
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYA2_FULL_OD1_Falkowbacteria_47_9	GCA_001778085.1	CPR	39.18782573	anaerobe	5.8749557	Freshwater	2.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYC2_FULL_OD1_Falkowbacteria_36_12	GCA_001778235.1	CPR	42.88715059	anaerobe	7.1330614	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFOXYD2_FULL_OD1_Falkowbacteria_34_120	GCA_001778325.1	CPR	37.98138758	anaerobe	6.1353383	Freshwater	3.0
Bacteria_CPR_Parcubacteria_OD1_GWA1_OD1_40_21	GCA_000996205.1	CPR	37.0813206	anaerobe	6.642506	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_GWA1_OD1_51_14	GCA_001823025.1	CPR	39.13697346	anaerobe	6.6277113	Terrestrial	2.0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_37_10	GCA_000992015.1	CPR	47.45008994	anaerobe	6.3436127	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_38_27	GCA_000992685.1	CPR	50.85979155	anaerobe	6.3258553		
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_40_23	GCA_000996245.1	CPR	42.58516987	anaerobe	5.919851	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_50_10_part	GCA_001004055.1	CPR	44.33989353	anaerobe	6.8576007		
Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_rel_38_13	GCA_000992445.2	CPR	47.48223251	anaerobe	6.1346717		
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_42_6	GCA_000997475.1	CPR	47.54824922	anaerobe	6.211165		
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_45_9	GCA_001002005.1	CPR	44.57668097	anaerobe	6.5024543		
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_49_12	GCA_001003785.1	CPR	44.54005185	anaerobe	6.212266		
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_57_6	GCA_001005015.1	CPR	32.44007132	anaerobe	6.870211		
Bacteria_CPR_Parcubacteria_OD1_GWB1_OD1_rel_45_10	GCA_001001185.1	CPR	48.98922107	anaerobe	6.366952		
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_40_10	GCA_000995625.1	CPR	32.46463817	anaerobe	5.903063	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_40_31	GCA_000993875.1	CPR	35.14043359	anaerobe	6.752614	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_GWC2_OD1_42_12	GCA_000997945.1	CPR	40.13576235	anaerobe	5.9157977		
Bacteria_CPR_Parcubacteria_OD1_GWD1_OD1_38_16	GCA_000992485.1	CPR	42.13324748	anaerobe	6.8517447		
Bacteria_CPR_Parcubacteria_OD1_GWD2_OD1_38_11	GCA_000992325.1	CPR	38.43099967	anaerobe	6.4815845		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_GWF2_OD1_42_19	GCA_000998435.1	CPR	43.07488166	anaerobe	7.008907	Freshwater	2.0
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_01_FULL_OD1_Giovannonibacteria_45_23	GCA_001778465.1	CPR	39.69667635	anaerobe	7.059702		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_44_11	GCA_001778595.1	CPR	39.78999179	anaerobe	6.1964192		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPHIGHO2_02_OD1_Giovannonibacteria_43_16	GCA_001778545.1	CPR	43.02477253	anaerobe	6.025121		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_44_16	GCA_001778735.1	CPR	37.78209693	anaerobe	6.8234687		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_45_140	GCA_001778755.1	CPR	40.83713995	anaerobe	6.2628756		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_46_13	GCA_001778785.1	CPR	47.04636965	anaerobe	6.157847		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_43_11c	GCA_001780775.1	CPR	40.78096093	anaerobe	6.6944485		
Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_44_32	GCA_001778955.1	CPR	41.23356877	anaerobe	6.1142535		
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWA1_OD1_Jorgensenbacteria_54_12	GCA_001779505.1	CPR	41.10206388	anaerobe	6.715807		
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWB1_OD1_49_9	GCA_001004035.1	CPR	42.70465897	anaerobe	6.3787394		
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_GWB1_OD1_50_10	GCA_001004105.1	CPR	39.02579599	anaerobe	6.572222		
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_RIFCSPHIGHO2_02_FULL_OD1_Jorgensenbacteria_45_20	GCA_001779535.1	CPR	40.9272921	anaerobe	6.6365714		
Bacteria_CPR_Parcubacteria_OD1_Jorgensenbacteria_RIFCSPLOWO2_01_FULL_OD1_Jorgensenbacteria_45_25b	GCA_001781035.1	CPR	38.9491429	anaerobe	6.893088		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_GWA2_OD1_52_12	GCA_001004345.1	CPR	33.93811483	anaerobe	6.869886		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_29	GCA_001781125.1	CPR	28.95166728	anaerobe	6.9318438		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_31	GCA_001781095.1	CPR	29.75244883	anaerobe	7.6777215		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_49_16	GCA_001781465.1	CPR	32.14936206	anaerobe	6.565838		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_49_34	GCA_001781205.1	CPR	32.72859438	anaerobe	6.2682343		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_54_22	GCA_001781285.1	CPR	31.33479073	anaerobe	6.910702		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_55_17	GCA_001781305.1	CPR	33.29275871	anaerobe	7.8505573		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_55_20	GCA_001781515.1	CPR	34.49121867	anaerobe	6.5809846		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_59_21	GCA_001781355.1	CPR	37.35288789	anaerobe	6.301052		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_51_21	GCA_001781435.1	CPR	39.54897818	anaerobe	6.514305		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_54_22	GCA_001781725.1	CPR	33.32503846	anaerobe	6.807397		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_01_FULL_OD1_Kaiserbacteria_55_25	GCA_001783415.1	CPR	35.25134099	anaerobe	7.186857		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_02_FULL_OD1_Kaiserbacteria_51_13	GCA_001783485.1	CPR	34.51152765	anaerobe	6.819559	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_45_26	GCA_001781805.1	CPR	30.9630162	anaerobe	7.296239	Freshwater	6.0
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_50_10	GCA_001783515.1	CPR	34.65641104	anaerobe	6.7760725		
Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFOXYD1_FULL_OD1_Kaiserbacteria_47_14	GCA_001781915.1	CPR	29.18169552	anaerobe	6.67182	Terrestrial	2.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_CG1_02_FULL_Magasanikbacteria_OD1_32_51	GCA_001871435.1	CPR	37.62940849	anaerobe	6.5689588		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_CG1_02_FULL_Magasanikbacteria_OD1_41_34	GCA_001871445.1	CPR	32.99967187	anaerobe	6.2142572		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWA2_OD1_56_11	GCA_001004885.1	CPR	45.71150126	anaerobe	6.2910533		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWC2_OD1_37_14	GCA_000990355.1	CPR	37.49661635	anaerobe	6.8523617		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_GWD2_OD1_43_18	GCA_000999365.1	CPR	31.50738594	anaerobe	6.5696926	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_33_17	GCA_001782875.1	CPR	35.78599994	anaerobe	6.1769915	Terrestrial	1.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_12_FULL_OD1_Magasanikbacteria_41_16	GCA_001782935.1	CPR	36.12360113	anaerobe	6.2600102		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_44_11	GCA_001783035.1	CPR	40.78147186	anaerobe	6.5450687		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16	GCA_001783045.1	CPR	37.99007322	anaerobe	6.66477	Freshwater	1.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPLOWO2_12_FULL_OD1_Magasanikbacteria_43_12	GCA_001783065.1	CPR	40.25776374	anaerobe	6.1835246		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYC2_FULL_OD1_Magasanikbacteria_42_28	GCA_001784435.1	CPR	35.93524746	anaerobe	6.644084		
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD12_FULL_OD1_Magasanikbacteria_33_17	GCA_001783255.1	CPR	36.00089866	anaerobe	6.069562	Freshwater	2.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD1_FULL_OD1_Magasanikbacteria_40_23	GCA_001783215.1	CPR	31.79284707	anaerobe	6.3645816	Engineered	3.0
Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFOXYD2_FULL_OD1_Magasanikbacteria_41_14	GCA_001784475.1	CPR	34.49952396	anaerobe	6.057662		
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria	GCA_001001525.1	CPR	44.58056371	anaerobe	6.2102823		
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWD1_OD1_37_17	GCA_000989885.1	CPR	46.35189806	anaerobe	6.013849		
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWE2_OD1_36_40	GCA_000991645.1	CPR	36.44871478	anaerobe	6.4971466		
Bacteria_CPR_Parcubacteria_OD1_MoranbacteriaOD1_i_GWF1_OD1_34_10	GCA_000990175.1	CPR	39.81689666	anaerobe	6.8409734		
Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_CG2_30_FULL_Moranbacteria_OD1_45_14	GCA_001873245.1	CPR	31.70820171	anaerobe	6.6226263	Freshwater	2.0
